canonical_researchr_id,name,mapped_name_for_matching,pc_name_norm,openalex_id,orcid,openalex_matched,match_source,match_confidence,needs_manual_review,review_reason,n_evidence_rows,n_citing_papers,n_cited_works,n_openalex_ids,candidate_openalex_ids,candidate_ref_author_names,candidate_orcids,n_pc_rows,n_conferences,first_observed_pc_year,last_observed_pc_year
muralidaranvijayaraghavan,Muralidaran Vijayaraghavan,Murali Vijayaraghavan,murali vijayaraghavan,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,1,1,2024,2024
nachiappanvalliappan,Nachiappan Valliappan,Nachiappan Valliappan,nachiappan valliappan,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,3,2,3,2,"['A5076882327', 'A5112789797']",['Nachiappan Valliappan'],['0000-0002-9358-3852'],1,1,2025,2025
naokikobayashi,Naoki Kobayashi,Naoki Kobayashi,naoki kobayashi,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,309,103,86,2,"['A5100772472', 'A5100772473']",['Naoki Kobayashi'],"['0000-0001-7082-955X', '0000-0002-0537-0604']",2,1,2021,2025
nehaagarwal,Neha Agarwal,Neha Agarwal,neha agarwal,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,1,1,2019,2019
neiljulienross,Neil Julien Ross,Neil Julien Ross,neil julien ross,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,2,2,2024,2025
nikhilswamy,Nikhil Swamy,Nikhil Swamy,nikhil swamy,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,339,179,51,2,"['A5039334115', 'A5109559439']",['Nikhil Swamy'],"['0000-0001-5348-9266', '0000-0002-9254-3015']",5,3,2017,2025
nikosvasilakis,Nikos Vasilakis,Nikos Vasilakis,nikos vasilakis,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,9,6,8,2,"['A5034441711', 'A5073156357']",['Nikos Vasilakis'],"['0000-0001-7347-298X', '0000-0002-0708-3289']",1,1,2021,2021
normanramsey,Norman Ramsey,Norman Ramsey,norman ramsey,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,1,1,2021,2021
pmadhusudan,P. Madhusudan,P. Madhusudan,p madhusudan,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,320,149,77,2,"['A5082165802', 'A5112870293']",['P. Madhusudan'],['0000-0002-9782-721X'],6,3,2019,2025
pavelparizek,Pavel Parizek,Pavel Parízek,pavel parizek,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,1,1,2025,2025
pengwu,Peng Wu,Peng Wu,peng wu,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,22,17,18,6,"['A5030772308', 'A5032693575', 'A5101608169', 'A5101621116', 'A5102910910', 'A5108630261']",['Peng Wu'],"['0000-0002-0584-8161', '0000-0002-3775-3802', '0000-0002-4931-0566', '0000-0002-6294-0431', '0000-0003-2938-6798']",1,1,2017,2017
petermller,Peter Müller,Peter Müller,peter muller,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,294,163,84,3,"['A5014189899', 'A5073853337', 'A5109230478']","['Peter Müller', 'Péter Müller']","['0000-0001-7001-2566', '0000-0002-3063-9636']",4,2,2018,2024
peterohearn,Peter O'Hearn,Peter O'Hearn,peter o'hearn,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,1,1,2019,2019
philippruemmer,Philipp Ruemmer,Philipp Ruemmer,philipp ruemmer,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,3,3,2,2,"['A5068090484', 'A5109657310']","['Philipp Ruemmer', 'Philipp Rüemmer']",['0000-0002-2733-7098'],1,1,2022,2022
pierreganty,Pierre Ganty,Pierre Ganty,pierre ganty,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,26,15,15,2,"['A5030085363', 'A5106696065']",['Pierre Ganty'],['0000-0002-3625-6003'],1,1,2021,2021
pierreevaristedagand,Pierre-Evariste Dagand,Pierre-Evariste Dagand,pierre-evariste dagand,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,60,47,21,2,"['A5047227539', 'A5067823073']","['PIERRE-ÉVARISTE DAGAND', 'Pierre-Évariste Dagand']",[],1,1,2019,2019
rahulsharma,Rahul Sharma,Rahul Sharma,rahul sharma,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,287,164,47,7,"['A5047705301', 'A5054300851', 'A5091151406', 'A5101769895', 'A5101845444', 'A5101845446', 'A5103065972']",['Rahul Sharma'],"['0000-0001-7527-4653', '0000-0001-7826-6034', '0000-0002-1177-1156', '0000-0002-2440-5286', '0000-0002-9024-8768', '0000-0003-0789-2569', '0000-0003-1697-3897']",6,3,2018,2025
robsison,Rob Sison,Rob Sison,rob sison,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,2,1,2024,2025
robertrand,Robert Rand,Robert Rand,robert rand,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,4,2,2022,2025
rolandmeyer,Roland Meyer,Roland Meyer,roland meyer,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,79,46,26,2,"['A5085643838', 'A5102494505']",['Roland Meyer'],['0000-0001-8495-671X'],2,1,2021,2025
ryanrnewton,Ryan R. Newton,Ryan R. Newton,ryan r newton,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,4,3,2018,2022
sarahchasins,Sarah E. Chasins,Sarah E. Chasins,sarah e chasins,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,5,3,2020,2025
satishchandra,Satish Chandra,Satish Chandra,satish chandra,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,136,116,42,2,"['A5101965118', 'A5104084134']",['Satish Chandra'],"['0000-0001-7625-4726', '0000-0003-2546-9000']",4,3,2020,2025
satnamsingh,Satnam Singh,Satnam Singh,satnam singh,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,28,25,8,2,"['A5101711903', 'A5109562655']",['Satnam Singh'],['0009-0006-4229-0554'],2,2,2023,2024
shaohuali,Shaohua Li,Shaohua Li,shaohua li,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,10,7,5,2,"['A5022863629', 'A5100367943']",['Shaohua Li'],"['0000-0001-7556-3615', '0000-0002-4229-9886']",1,1,2025,2025
sharonshoham,Sharon Shoham,Sharon Shoham Buchbinder,sharon shoham buchbinder,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,3,2,2017,2025
shengchen1,Sheng Chen,Sheng Chen,sheng chen,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,64,26,18,2,"['A5100320969', 'A5100321009']",['Sheng Chen'],"['0000-0001-6882-600X', '0000-0003-1735-0704']",3,2,2021,2025
silviaghilezan,Silvia Ghilezan,Silvia Ghilezan,silvia ghilezan,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,16,11,10,2,"['A5031880141', 'A5058331186']",['Silvia Ghilezan'],['0000-0003-2253-8285'],1,1,2022,2022
simonpeytonjones,Simon Peyton Jones,Simon Peyton Jones,simon peyton jones,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,575,259,126,2,"['A5027817074', 'A5111426939']",['Simon Peyton Jones'],['0000-0002-6085-1435'],5,3,2021,2025
sohamchakraborty,Soham Chakraborty,Soham Chakraborty,soham chakraborty,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,107,61,14,3,"['A5057239424', 'A5076643620', 'A5101626748']",['Soham Chakraborty'],"['0000-0002-4454-2050', '0000-0002-4990-9931', '0000-0003-1229-4176']",1,1,2024,2024
sriramkrishnamoorthy,Sriram Krishnamoorthy,Sriram Krishnamoorthy,sriram krishnamoorthy,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,66,52,32,2,"['A5006650430', 'A5101425092']",['Sriram Krishnamoorthy'],"['0000-0002-4682-1002', '0000-0002-8228-8890']",1,1,2020,2020
sriramrajamani,Sriram Rajamani,Sriram Rajamani,sriram rajamani,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,1,1,2024,2024
sriramsankaranarayanan,Sriram Sankaranarayanan,Sriram Sankaranarayanan,sriram sankaranarayanan,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,179,115,35,2,"['A5083421065', 'A5103106502']",['Sriram Sankaranarayanan'],"['0000-0001-7315-4340', '0000-0001-8876-5507']",1,1,2021,2021
steveblackburn,Steve Blackburn,Steve Blackburn,steve blackburn,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,6,2,2018,2024
subhajitroy,Subhajit Roy,Subhajit Roy,subhajit roy,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,63,29,30,2,"['A5014601092', 'A5101699843']",['Subhajit Roy'],"['0000-0002-3394-023X', '0000-0002-6920-6328']",1,1,2024,2024
suparnabhattacharya,Suparna Bhattacharya,Suparna Bhattacharya,suparna bhattacharya,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,1,1,2017,2017
thomaspjensen,Thomas P. Jensen,Thomas P. Jensen,thomas p jensen,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,1,1,2024,2024
tijsvanderstorm,Tijs van der Storm,Tijs van der Storm,tijs van der storm,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,22,17,10,3,"['A5014852863', 'A5105775590', 'A5105972252']",['Tijs van der Storm'],['0000-0001-8853-7934'],1,1,2023,2023
tingcao,Ting Cao,Ting Cao,ting cao,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,7,5,5,2,"['A5101534161', 'A5101945161']",['Ting Cao'],"['0000-0002-7675-0882', '0000-0002-9107-013X']",2,1,2021,2022
tomaspetricek,Tomas Petricek,Tomas Petricek,tomas petricek,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,1,1,2024,2024
tonyhosking,Tony Hosking,Tony Hosking,tony hosking,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,4,1,2018,2025
urialon,Uri Alon,Uri Alon,uri alon,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,23,18,10,2,"['A5010209966', 'A5107243336']",['Uri Alon'],"['0000-0001-5796-9988', '0000-0003-1121-5907']",1,1,2021,2021
vaishnavisundararajan,Vaishnavi Sundararajan,Vaishnavi Sundararajan,vaishnavi sundararajan,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,1,1,2025,2025
weizhang,Wei Zhang,Wei Zhang,wei zhang,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,27,18,15,11,"['A5023155310', 'A5061515087', 'A5069960498', 'A5100441535', 'A5100441570', 'A5100441789', 'A5100441817', 'A5100643324', 'A5100727539', 'A5100727546', 'A5101814390']","['Wei Zhang', 'Wěi Zhāng']","['0000-0001-8020-4190', '0000-0001-9405-447X', '0000-0002-1220-9851', '0000-0002-1533-6979', '0000-0002-7622-6714', '0000-0002-8326-8496', '0000-0003-1343-2817', '0000-0003-2615-2603', '0000-0003-3605-9373', '0000-0003-4980-7430', '0009-0000-5880-4579']",1,1,2024,2024
weinganchin,Wei-Ngan Chin,Wei-Ngan Chin,wei-ngan chin,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,112,70,47,2,"['A5016580696', 'A5047181479']",['Wei-Ngan Chin'],['0000-0002-9660-5682'],1,1,2022,2022
wenxiwang,Wenxi Wang,Wenxi Wang,wenxi wang,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,4,3,3,2,"['A5100739654', 'A5102708544']",['Wenxi Wang'],"['0000-0001-8943-2296', '0009-0002-6016-6195']",1,1,2025,2025
williamcook,William Cook,William Cook,william cook,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,1,1,2018,2018
xiangyuzhang,Xiangyu Zhang,Xiangyu Zhang,xiangyu zhang,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,146,109,64,4,"['A5100362457', 'A5100362465', 'A5100362470', 'A5107249133']",['Xiangyu Zhang'],"['0000-0002-5273-4765', '0000-0002-9544-2500', '0000-0003-2138-4608', '0000-0003-3186-8067']",1,1,2025,2025
xinzhang,Xin Zhang,Xin Zhang,xin zhang,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,58,38,16,15,"['A5027743278', 'A5051085669', 'A5080314329', 'A5087502184', 'A5100327327', 'A5100327375', 'A5100327487', 'A5100327497', 'A5100327518', 'A5100327544', 'A5100327572', 'A5100327604', 'A5100763365', 'A5101966013', 'A5116410532']",['Xin Zhang'],"['0000-0001-5250-1657', '0000-0001-5647-2777', '0000-0001-6388-9327', '0000-0001-8956-6024', '0000-0002-0579-2268', '0000-0002-1515-7145', '0000-0002-4125-5996', '0000-0002-5673-309X', '0000-0002-6029-1933', '0000-0002-6449-8536', '0000-0002-7947-916X', '0000-0002-9565-479X', '0000-0003-1391-7662', '0000-0003-3088-4399', '0000-0003-3416-839X']",4,2,2018,2024
xinyufeng,Xinyu Feng,Xinyu Feng,xinyu feng,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,166,83,30,2,"['A5101761507', 'A5101761508']",['Xinyu Feng'],"['0000-0003-1068-383X', '0009-0006-8363-4771']",5,2,2018,2024
xinyuwang,Xinyu Wang,Xinyu Wang,xinyu wang,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,190,96,32,3,"['A5100352782', 'A5100352786', 'A5100352800']",['Xinyu Wang'],"['0000-0002-1836-0202', '0000-0002-2602-5551', '0000-0002-5507-6569']",5,3,2021,2025
yufeng,Yu Feng,Yu Feng,yu feng,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,237,132,31,3,"['A5070410939', 'A5071856444', 'A5101567136']",['Yu Feng'],"['0000-0001-9068-3746', '0000-0002-2898-6778', '0000-0003-1000-1229']",3,2,2022,2025
yuepengwang,Yuepeng Wang,Yuepeng Wang,yuepeng wang,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,129,83,18,2,"['A5024695395', 'A5101979875']",['Yuepeng Wang'],"['0000-0002-7938-5948', '0000-0003-3370-2431']",3,2,2022,2024
zhendongsu,Zhendong Su,Zhendong Su,zhendong su,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,462,192,113,2,"['A5077610917', 'A5109597801']",['Zhendong Su'],['0000-0002-2970-1391'],3,2,2018,2022
zhengzhang,Zheng Zhang,Eddy (Zheng) Zhang,eddy (zheng) zhang,,,False,unmatched_or_ambiguous_name,review,True,PC name not found with an OpenAlex Author ID in the cited-author table.,0,0,0,0,,,,1,1,2024,2024
zhenjianghu,Zhenjiang Hu,Zhenjiang Hu,zhenjiang hu,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,147,52,72,2,"['A5010096754', 'A5102717988']",['Zhenjiang Hu'],['0000-0002-9034-205X'],4,3,2019,2025
zhihaojia1,Zhihao Jia,Zhihao Jia,zhihao jia,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,45,36,12,2,"['A5039360973', 'A5062437461']",['Zhihao Jia'],"['0000-0001-5525-2721', '0000-0002-1270-5185']",1,1,2022,2022
zhiqiangzuo,Zhiqiang Zuo,Zhiqiang Zuo,zhiqiang zuo,,,False,unmatched_or_ambiguous_name,review,True,PC name maps to multiple OpenAlex Author IDs in the cited-author table.,41,27,18,2,"['A5037713727', 'A5067825173']",['Zhiqiang Zuo'],"['0000-0001-7104-9918', '0000-0002-4566-7488']",4,2,2022,2025
