researcher_id,name,openalex_id,match_confidence,orcid_org_comparison,ideal_openalex_case,raw_first_publication_fetch_status,raw_first_publication_year,raw_first_publication_work_id,first_cs_publication_fetch_status,first_cs_publication_year,first_cs_publication_work_id,author_profile_fetch_status,h_index,h_index_fetch_date
christinetasson,Christine Tasson,A5063161068,YELLOW,orcid_agrees,False,cached_ok,2005,https://openalex.org/W1684926818,fetched_ok,2005,https://openalex.org/W1684926818,cached_ok,11,2026-06-12
christophmatheja,Christoph Matheja,A5089189715,GREEN,orcid_agrees,True,cached_ok,2015,https://openalex.org/W2304549379,fetched_ok,2015,https://openalex.org/W2304549379,cached_ok,16,2026-06-12
christopherpulte,Christopher Pulte,A5029071370,GREEN,orcid_agrees,True,cached_ok,2009,https://openalex.org/W2162190353,fetched_ok,2015,https://openalex.org/W2235853928,cached_ok,13,2026-06-12
christosdimoulas1,Christos Dimoulas,A5041562511,GREEN,orcid_agrees,True,cached_ok,2008,https://openalex.org/W1538391492,fetched_ok,2008,https://openalex.org/W1538391492,cached_ok,12,2026-06-12
chungkilhur,Chung-Kil Hur,A5035382393,YELLOW,orcid_agrees,False,cached_ok,1996,https://openalex.org/W3201820480,fetched_ok,1996,https://openalex.org/W3201820480,cached_ok,26,2026-06-12
chungchiehshan,Chung-chieh Shan,A5021546193,GREEN,orcid_agrees,True,cached_ok,2002,https://openalex.org/W2135230331,fetched_ok,2002,https://openalex.org/W2135230331,cached_ok,29,2026-06-12
cierajaspan,Ciera Jaspan,A5010687341,GREEN,orcid_agrees,True,cached_ok,2007,https://openalex.org/W2084462810,fetched_ok,2007,https://openalex.org/W2084462810,cached_ok,16,2026-06-12
cindyrubiogonzalez,Cindy Rubio-González,A5010991469,GREEN,orcid_agrees,True,cached_ok,2008,https://openalex.org/W1545684573,fetched_ok,2008,https://openalex.org/W1545684573,cached_ok,16,2026-06-12
claudiorusso,Claudio Russo,A5081301440,YELLOW,orcid_org_not_unique,False,cached_ok,1980,https://openalex.org/W2415328426,fetched_ok,1996,https://openalex.org/W152899481,cached_ok,18,2026-06-12
clementpitclaudel,Clément Pit-Claudel,A5018186543,YELLOW,orcid_agrees,False,cached_ok,2014,https://openalex.org/W1976978933,fetched_ok,2014,https://openalex.org/W1976978933,cached_ok,11,2026-06-12
coleschlesinger3,Cole Schlesinger,A5012489417,GREEN,orcid_agrees,True,cached_ok,2011,https://openalex.org/W2169037418,fetched_ok,2011,https://openalex.org/W2169037418,cached_ok,18,2026-06-12
conormcbride,Conor McBride,A5090954120,YELLOW,orcid_agrees,False,cached_ok,1993,https://openalex.org/W2089549538,fetched_ok,1993,https://openalex.org/W2089549538,cached_ok,30,2026-06-12
conradwatt,Conrad Watt,A5060197721,YELLOW,orcid_agrees,False,cached_ok,2015,https://openalex.org/W1026566567,fetched_ok,2015,https://openalex.org/W1026566567,cached_ok,11,2026-06-12
constantinenea,Constantin Enea,A5040528930,YELLOW,orcid_org_not_unique,True,cached_ok,2002,https://openalex.org/W2013138466,fetched_ok,2002,https://openalex.org/W2013138466,cached_ok,20,2026-06-12
corinaspasareanu,Corina S. Pasareanu,A5053134485,YELLOW,orcid_org_not_unique,False,cached_ok,1998,https://openalex.org/W2496205912,fetched_ok,1998,https://openalex.org/W2496205912,cached_ok,49,2026-06-12
coskuacay1,Coşku Acay,A5054491689,YELLOW,orcid_agrees,False,cached_ok,2021,https://openalex.org/W3186578350,fetched_ok,2021,https://openalex.org/W3186578350,cached_ok,2,2026-06-12
cristiancadar,Cristian Cadar,A5053355200,YELLOW,orcid_org_not_unique,True,cached_ok,2003,https://openalex.org/W2243801415,fetched_ok,2003,https://openalex.org/W2243801415,cached_ok,34,2026-06-12
cyrusomar,Cyrus Omar,A5001010367,GREEN,orcid_agrees,True,cached_ok,2008,https://openalex.org/W2124928220,fetched_ok,2008,https://openalex.org/W2124928220,cached_ok,12,2026-06-12
cedricfournet,Cédric Fournet,A5108519702,GREEN,orcid_agrees,True,cached_ok,1996,https://openalex.org/W2050942832,fetched_ok,1996,https://openalex.org/W2050942832,cached_ok,57,2026-06-12
catalinhritcu,Cătălin Hriţcu,A5106466226,YELLOW,orcid_org_not_unique,False,cached_ok,2007,https://openalex.org/W2148122081,fetched_ok,2007,https://openalex.org/W2148122081,cached_ok,22,2026-06-12
daanleijen,Daan Leijen,A5086447301,YELLOW,orcid_org_not_unique,False,cached_ok,1998,https://openalex.org/W1517653696,fetched_ok,1998,https://openalex.org/W1517653696,cached_ok,27,2026-06-12
damianomazza,Damiano Mazza,A5088134720,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2005,https://openalex.org/W1501810120,fetched_ok,2005,https://openalex.org/W1501810120,cached_ok,13,2026-06-12
damienpous,Damien Pous,A5084356882,YELLOW,orcid_agrees,False,cached_ok,2002,https://openalex.org/W1137326927,fetched_ok,2002,https://openalex.org/W1137326927,cached_ok,19,2026-06-12
damienzufferey,Damien Zufferey,A5011927030,YELLOW,orcid_agrees,False,cached_ok,2008,https://openalex.org/W2588580175,fetched_ok,2008,https://openalex.org/W2588580175,cached_ok,24,2026-06-12
dangrossman,Dan Grossman,A5103045316,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,1970,https://openalex.org/W1573781156,fetched_ok,1970,https://openalex.org/W1573781156,cached_ok,40,2026-06-12
danelahman,Danel Ahman,A5050436525,YELLOW,orcid_agrees,False,cached_ok,2012,https://openalex.org/W2189393827,fetched_ok,2012,https://openalex.org/W2189393827,cached_ok,9,2026-06-12
danfengzhang,Danfeng Zhang,A5100722775,YELLOW,orcid_org_not_unique,False,cached_ok,2001,https://openalex.org/W1988689099,fetched_ok,2002,https://openalex.org/W2362520659,cached_ok,21,2026-06-12
danielgratzer,Daniel Gratzer,A5056800630,GREEN,orcid_agrees,True,cached_ok,2018,https://openalex.org/W3159749858,fetched_ok,2018,https://openalex.org/W3159749858,cached_ok,8,2026-06-12
danielperelman1,Daniel Perelman,A5043907771,YELLOW,orcid_agrees,False,cached_ok,2012,https://openalex.org/W3004597885,fetched_ok,2012,https://openalex.org/W3004597885,cached_ok,7,2026-06-12
danlicata,Daniel R. Licata,A5009198759,YELLOW,orcid_agrees,False,cached_ok,2004,https://openalex.org/W2097535018,fetched_ok,2004,https://openalex.org/W2097535018,cached_ok,21,2026-06-12
danielapetrisan,Daniela Petrisan,A5087070796,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2008,https://openalex.org/W1965466569,fetched_ok,2008,https://openalex.org/W1965466569,cached_ok,10,2026-06-12
dariuszbiernacki,Dariusz Biernacki,A5083683038,GREEN,orcid_agrees,True,cached_ok,1985,https://openalex.org/W2993779689,fetched_ok,1985,https://openalex.org/W2993779689,cached_ok,21,2026-06-12
darkomarinov,Darko Marinov,A5081289583,GREEN,orcid_agrees,True,cached_ok,1999,https://openalex.org/W1984926933,fetched_ok,1999,https://openalex.org/W1984926933,cached_ok,54,2026-06-12
davidbroman,David Broman,A5073873489,YELLOW,orcid_org_not_unique,True,cached_ok,2001,https://openalex.org/W2470878730,fetched_ok,2001,https://openalex.org/W2470878730,cached_ok,27,2026-06-12
daviddarais,David Darais,A5019557654,YELLOW,orcid_agrees,False,cached_ok,2010,https://openalex.org/W2151886136,fetched_ok,2010,https://openalex.org/W2151886136,cached_ok,9,2026-06-12
davidfbacon,David F. Bacon,A5033485201,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,1963,https://openalex.org/W4240826493,fetched_ok,1963,https://openalex.org/W4240826493,cached_ok,38,2026-06-12
davidgrove,David Grove,A5006981734,YELLOW,orcid_org_not_unique,False,cached_ok,1994,https://openalex.org/W2162026864,fetched_ok,1994,https://openalex.org/W2162026864,cached_ok,34,2026-06-12
davidiaugust,David I. August,A5008319090,YELLOW,orcid_agrees,False,cached_ok,1995,https://openalex.org/W2137081678,fetched_ok,1995,https://openalex.org/W2137081678,cached_ok,45,2026-06-12
davidpearce,David J. Pearce,A5008538442,YELLOW,orcid_org_not_unique,True,cached_ok,1979,https://openalex.org/W1990731428,fetched_ok,1979,https://openalex.org/W1990731428,cached_ok,31,2026-06-12
davidmonniaux,David Monniaux,A5067069157,YELLOW,orcid_agrees,False,cached_ok,1999,https://openalex.org/W2722911145,fetched_ok,1999,https://openalex.org/W2722911145,cached_ok,27,2026-06-12
davidpichardie,David Pichardie,A5046752375,GREEN,orcid_agrees,True,cached_ok,2001,https://openalex.org/W2066621462,fetched_ok,2001,https://openalex.org/W2066621462,cached_ok,23,2026-06-12
davidchristiansen,David Thrane Christiansen,A5088271411,YELLOW,orcid_org_not_unique,False,cached_ok,2016,https://openalex.org/W2507856242,fetched_ok,2016,https://openalex.org/W2507856242,cached_ok,3,2026-06-12
davidvanhorn,David Van Horn,A5091183810,YELLOW,orcid_org_not_unique,False,cached_ok,1976,https://openalex.org/W315357501,fetched_ok,2004,https://openalex.org/W2008510986,cached_ok,20,2026-06-12
davideancona,Davide Ancona,A5036812254,GREEN,orcid_agrees,True,cached_ok,1996,https://openalex.org/W1516097089,fetched_ok,1996,https://openalex.org/W1516097089,cached_ok,24,2026-06-12
davidesangiorgi,Davide Sangiorgi,A5077030456,YELLOW,orcid_org_not_unique,False,cached_ok,1989,https://openalex.org/W3161358707,fetched_ok,1989,https://openalex.org/W3161358707,cached_ok,47,2026-06-12
deepakgarg,Deepak Garg,A5026719321,YELLOW,orcid_org_not_unique,False,cached_ok,1991,https://openalex.org/W2031692548,fetched_ok,2005,https://openalex.org/W1486686561,cached_ok,27,2026-06-12
deianstefan,Deian Stefan,A5082723061,YELLOW,orcid_agrees,False,cached_ok,2007,https://openalex.org/W1993682862,fetched_ok,2007,https://openalex.org/W1993682862,cached_ok,25,2026-06-12
deliakesner,Delia Kesner,A5077330939,GREEN,orcid_agrees,True,cached_ok,1953,https://openalex.org/W2896645764,fetched_ok,1991,https://openalex.org/W1881066931,cached_ok,21,2026-06-12
delphinedemange,Delphine Demange,A5002005076,GREEN,orcid_agrees,True,cached_ok,2009,https://openalex.org/W2124428224,fetched_ok,2009,https://openalex.org/W2124428224,cached_ok,11,2026-06-12
denismerigoux,Denis Merigoux,A5037387730,GREEN,orcid_agrees,True,cached_ok,2016,https://openalex.org/W4300621045,fetched_ok,2016,https://openalex.org/W4300621045,cached_ok,4,2026-06-12
denysshabalin,Denys Shabalin,A5049622724,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,1998,https://openalex.org/W2092015342,fetched_ok,1998,https://openalex.org/W2092015342,cached_ok,6,2026-06-12
derekdreyer,Derek Dreyer,A5050585539,YELLOW,orcid_org_not_unique,False,cached_ok,1931,https://openalex.org/W437571642,fetched_ok,1973,https://openalex.org/W2586598652,cached_ok,40,2026-06-12
dexterkozen,Dexter Kozen,A5053923311,YELLOW,orcid_org_not_unique,False,cached_ok,1976,https://openalex.org/W2026191634,fetched_ok,1977,https://openalex.org/W1515132238,cached_ok,51,2026-06-12
dimitriosvytiniotis,Dimitrios Vytiniotis,A5029108294,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2004,https://openalex.org/W96100988,fetched_ok,2004,https://openalex.org/W96100988,cached_ok,25,2026-06-12
dimitrismitropoulos,Dimitris Mitropoulos,A5021658848,YELLOW,orcid_org_not_unique,True,cached_ok,1985,https://openalex.org/W2439023612,fetched_ok,2002,https://openalex.org/W2080279027,cached_ok,19,2026-06-12
diomidisspinellis,Diomidis Spinellis,A5021948425,GREEN,orcid_agrees,True,cached_ok,1990,https://openalex.org/W2099582719,fetched_ok,1990,https://openalex.org/W2099582719,cached_ok,49,2026-06-12
dominicorchard,Dominic Orchard,A5064585229,YELLOW,orcid_agrees,False,cached_ok,2008,https://openalex.org/W2049154817,fetched_ok,2008,https://openalex.org/W2049154817,cached_ok,14,2026-06-12
dominiquedevriese,Dominique Devriese,A5011654888,YELLOW,orcid_agrees,False,cached_ok,2010,https://openalex.org/W2008332764,fetched_ok,2010,https://openalex.org/W2008332764,cached_ok,20,2026-06-12
dorrabenkhalifa,Dorra Ben Khalifa,A5030371965,GREEN,orcid_agrees,True,cached_ok,2019,https://openalex.org/W3034706139,fetched_ok,2019,https://openalex.org/W3034706139,cached_ok,5,2026-06-12
douglea,Doug Lea,A5110731343,GREEN,orcid_agrees,True,cached_ok,1988,https://openalex.org/W152025176,fetched_ok,1988,https://openalex.org/W152025176,cached_ok,19,2026-06-12
drewzagieboylo1,Drew Zagieboylo,A5013955474,GREEN,orcid_agrees,True,cached_ok,2017,https://openalex.org/W2606381474,fetched_ok,2017,https://openalex.org/W2606381474,cached_ok,3,2026-06-12
dylanmcdermott1,Dylan McDermott,A5047709110,YELLOW,orcid_org_not_unique,True,cached_ok,2017,https://openalex.org/W2737555728,fetched_ok,2017,https://openalex.org/W2737555728,cached_ok,6,2026-06-12
earlbarr,Earl T. Barr,A5076587279,YELLOW,orcid_org_not_unique,False,cached_ok,2000,https://openalex.org/W4250087810,fetched_ok,2000,https://openalex.org/W4250087810,cached_ok,31,2026-06-12
edwinbrady,Edwin Brady,A5042121684,YELLOW,orcid_agrees,False,cached_ok,2004,https://openalex.org/W1522049235,fetched_ok,2004,https://openalex.org/W1522049235,cached_ok,14,2026-06-12
eelcovisser,Eelco Visser,A5072923235,YELLOW,orcid_org_not_unique,False,cached_ok,1980,https://openalex.org/W1964884246,fetched_ok,1995,https://openalex.org/W2562280224,cached_ok,43,2026-06-12
eijirosumii,Eijiro Sumii,A5048931630,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,1998,https://openalex.org/W1993430979,fetched_ok,1998,https://openalex.org/W1993430979,cached_ok,17,2026-06-12
ekaterinakomendantskaya,Ekaterina Komendantskaya,A5026643182,GREEN,orcid_agrees,True,cached_ok,2005,https://openalex.org/W2147142112,fetched_ok,2005,https://openalex.org/W2147142112,cached_ok,16,2026-06-12
elenazucca,Elena Zucca,A5046299910,YELLOW,orcid_org_not_unique,True,cached_ok,1981,https://openalex.org/W1495562059,fetched_ok,1981,https://openalex.org/W1495562059,cached_ok,18,2026-06-12
elisagonzalezboix,Elisa Gonzalez Boix,A5058914635,GREEN,orcid_agrees,True,cached_ok,2006,https://openalex.org/W3129224732,fetched_ok,2006,https://openalex.org/W3129224732,cached_ok,14,2026-06-12
emanueledosualdo,Emanuele D'Osualdo,A5013899049,GREEN,orcid_agrees,True,cached_ok,2012,https://openalex.org/W1965139623,fetched_ok,2012,https://openalex.org/W1965139623,cached_ok,6,2026-06-12
emilyfirst1,Emily First,A5102852428,YELLOW,orcid_org_not_unique,True,cached_ok,2020,https://openalex.org/W3211317866,fetched_ok,2020,https://openalex.org/W3211317866,cached_ok,5,2026-06-12
eminatorlak,Emina Torlak,A5088791029,YELLOW,orcid_agrees,False,cached_ok,2004,https://openalex.org/W2218500332,fetched_ok,2004,https://openalex.org/W2218500332,cached_ok,28,2026-06-12
emmasoderberg,Emma Söderberg,A5001336269,YELLOW,orcid_org_not_unique,True,cached_ok,2006,https://openalex.org/W649798379,fetched_ok,2009,https://openalex.org/W2401502064,cached_ok,9,2026-06-12
emmatosch,Emma Tosch,A5089697725,GREEN,orcid_agrees,True,cached_ok,2011,https://openalex.org/W2221756957,fetched_ok,2011,https://openalex.org/W2221756957,cached_ok,6,2026-06-12
eranyahav,Eran Yahav,A5061044883,GREEN,orcid_agrees,True,cached_ok,1996,https://openalex.org/W1642062776,fetched_ok,1996,https://openalex.org/W1642062776,cached_ok,47,2026-06-12
erezpetrank,Erez Petrank,A5073517584,YELLOW,orcid_agrees,False,cached_ok,1990,https://openalex.org/W2076095675,fetched_ok,1990,https://openalex.org/W2076095675,cached_ok,36,2026-06-12
ericatkinson1,Eric Atkinson,A5040756298,YELLOW,orcid_org_not_unique,True,cached_ok,1948,https://openalex.org/W2147416340,fetched_ok,1948,https://openalex.org/W2147416340,cached_ok,5,2026-06-12
ericeide,Eric Eide,A5002123078,YELLOW,orcid_org_not_unique,True,cached_ok,1995,https://openalex.org/W4253811735,fetched_ok,1995,https://openalex.org/W4253811735,cached_ok,20,2026-06-12
erickoskinen,Eric Koskinen,A5024796518,YELLOW,orcid_agrees,False,cached_ok,2007,https://openalex.org/W2181810513,fetched_ok,2007,https://openalex.org/W2181810513,cached_ok,19,2026-06-12
ericschkufza,Eric Schkufza,A5077176328,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2007,https://openalex.org/W36039321,fetched_ok,2007,https://openalex.org/W36039321,cached_ok,19,2026-06-12
ericvanwyk,Eric Van Wyk,A5030370686,YELLOW,orcid_agrees,False,cached_ok,1995,https://openalex.org/W2019097218,fetched_ok,1995,https://openalex.org/W2019097218,cached_ok,14,2026-06-12
erikaabraham,Erika Abraham,A5068015318,YELLOW,orcid_org_not_unique,True,cached_ok,1960,https://openalex.org/W2077564666,fetched_ok,1960,https://openalex.org/W2077564666,cached_ok,28,2026-06-12
eunsukkang,Eunsuk Kang,A5044511705,YELLOW,orcid_org_not_unique,True,cached_ok,2005,https://openalex.org/W1967972148,fetched_ok,2005,https://openalex.org/W1967972148,cached_ok,20,2026-06-12
evadarulova,Eva Darulova,A5053069388,YELLOW,orcid_agrees,False,cached_ok,2010,https://openalex.org/W2149372141,fetched_ok,2010,https://openalex.org/W2149372141,cached_ok,12,2026-06-12
evagraversen,Eva Graversen,A5051763696,GREEN,orcid_agrees,True,cached_ok,2016,https://openalex.org/W2472132162,fetched_ok,2016,https://openalex.org/W2472132162,cached_ok,5,2026-06-12
evelyncontejean,Evelyne Contejean,A5014621785,YELLOW,orcid_org_not_unique,True,cached_ok,1992,https://openalex.org/W190540262,fetched_ok,1993,https://openalex.org/W1803054864,cached_ok,17,2026-06-12
ezgicicek,Ezgi Çiçek,A5058419137,YELLOW,orcid_org_not_unique,False,cached_ok,2015,https://openalex.org/W2119859640,fetched_ok,2015,https://openalex.org/W2119859640,cached_ok,5,2026-06-12
fabianmuehlboeck,Fabian Muehlboeck,A5001324851,GREEN,orcid_agrees,True,cached_ok,2013,https://openalex.org/W2285589971,fetched_ok,2013,https://openalex.org/W2285589971,cached_ok,5,2026-06-12
fabriziomontesi,Fabrizio Montesi,A5000566520,YELLOW,orcid_org_not_unique,False,cached_ok,2007,https://openalex.org/W2166546087,fetched_ok,2007,https://openalex.org/W2166546087,cached_ok,27,2026-06-12
fanlong,Fan Long,A5080879279,YELLOW,orcid_org_not_unique,False,cached_ok,2011,https://openalex.org/W2348968430,fetched_ok,2011,https://openalex.org/W2348968430,cached_ok,22,2026-06-12
farzanehderakhshan,Farzaneh Derakhshan,A5037521041,YELLOW,orcid_org_not_unique,True,cached_ok,2014,https://openalex.org/W2084466352,fetched_ok,2014,https://openalex.org/W2084466352,cached_ok,3,2026-06-12
feihe,Fei He,A5042735025,YELLOW,orcid_org_not_unique,True,cached_ok,2001,https://openalex.org/W2002597716,fetched_ok,2001,https://openalex.org/W2002597716,cached_ok,16,2026-06-12
felixstutz,Felix Stutz,A5057084737,GREEN,orcid_agrees,True,cached_ok,2016,https://openalex.org/W2512054480,fetched_ok,2016,https://openalex.org/W2512054480,cached_ok,5,2026-06-12
ferassaad,Feras A. Saad,A5009835778,YELLOW,orcid_org_not_unique,False,cached_ok,2016,https://openalex.org/W2551925796,fetched_ok,2016,https://openalex.org/W2551925796,cached_ok,7,2026-06-12
filipniksic,Filip Niksic,A5072101985,YELLOW,orcid_org_not_unique,False,cached_ok,2013,https://openalex.org/W1566704763,fetched_ok,2013,https://openalex.org/W1566704763,cached_ok,9,2026-06-12
filipsieczkowski,Filip Sieczkowski,A5047754900,GREEN,orcid_agrees,True,cached_ok,2011,https://openalex.org/W189788732,fetched_ok,2011,https://openalex.org/W189788732,cached_ok,12,2026-06-12
filippobonchi,Filippo Bonchi,A5004609161,YELLOW,orcid_agrees,False,cached_ok,2006,https://openalex.org/W2139706745,fetched_ok,2006,https://openalex.org/W2139706745,cached_ok,25,2026-06-12
francescodagnino1,Francesco Dagnino,A5046176286,GREEN,orcid_agrees,True,cached_ok,2016,https://openalex.org/W2466219926,fetched_ok,2016,https://openalex.org/W2466219926,cached_ok,7,2026-06-12
francescogavazzo,Francesco Gavazzo,A5081771854,GREEN,orcid_agrees,True,cached_ok,2017,https://openalex.org/W2608295324,fetched_ok,2017,https://openalex.org/W2608295324,cached_ok,9,2026-06-12
francescologozzo,Francesco Logozzo,A5058389738,YELLOW,orcid_org_not_unique,False,cached_ok,2003,https://openalex.org/W4252721819,fetched_ok,2003,https://openalex.org/W4252721819,cached_ok,23,2026-06-12
francescoranzato,Francesco Ranzato,A5000629161,YELLOW,orcid_agrees,False,cached_ok,1994,https://openalex.org/W139508572,fetched_ok,1994,https://openalex.org/W139508572,cached_ok,22,2026-06-12
francescozappanardelli,Francesco Zappa Nardelli,A5032148955,YELLOW,orcid_org_not_unique,False,cached_ok,2001,https://openalex.org/W1588509359,fetched_ok,2001,https://openalex.org/W1588509359,cached_ok,25,2026-06-12
frankpfenning,Frank Pfenning,A5021476649,YELLOW,orcid_org_not_unique,False,cached_ok,1984,https://openalex.org/W1884463932,fetched_ok,1984,https://openalex.org/W1884463932,cached_ok,54,2026-06-12
frankpiessens,Frank Piessens,A5008329832,YELLOW,orcid_agrees,False,cached_ok,1992,https://openalex.org/W2523339295,fetched_ok,1992,https://openalex.org/W2523339295,cached_ok,54,2026-06-12
franktip,Frank Tip,A5087594876,YELLOW,orcid_agrees,False,cached_ok,1992,https://openalex.org/W1532372555,fetched_ok,1992,https://openalex.org/W1532372555,cached_ok,44,2026-06-12
franzfranchetti,Franz Franchetti,A5062806943,YELLOW,orcid_agrees,False,cached_ok,2002,https://openalex.org/W2140080674,fetched_ok,2002,https://openalex.org/W2140080674,cached_ok,32,2026-06-12
francoisgauthier,François Gauthier,A5107243299,YELLOW,orcid_org_not_unique,True,cached_ok,1978,https://openalex.org/W3008719364,fetched_ok,1978,https://openalex.org/W3008719364,cached_ok,10,2026-06-12
francoispottier,François Pottier,A5060426941,GREEN,orcid_agrees,True,cached_ok,1830,https://openalex.org/W626409028,fetched_ok,1971,https://openalex.org/W2033278850,cached_ok,30,2026-06-12
fraserbrown,Fraser Brown,A5003256269,YELLOW,orcid_org_not_unique,True,cached_ok,1962,https://openalex.org/W1970847134,fetched_ok,1962,https://openalex.org/W1970847134,cached_ok,13,2026-06-12
fredrikkjolstad,Fredrik Kjolstad,A5041886781,YELLOW,orcid_agrees,False,cached_ok,2010,https://openalex.org/W1979112459,fetched_ok,2010,https://openalex.org/W1979112459,cached_ok,19,2026-06-12
freekverbeek,Freek Verbeek,A5067135306,GREEN,orcid_agrees,True,cached_ok,2009,https://openalex.org/W2135431334,fetched_ok,2009,https://openalex.org/W2135431334,cached_ok,11,2026-06-12
friedrichsteimann,Friedrich Steimann,A5004979548,YELLOW,orcid_org_not_unique,True,cached_ok,1994,https://openalex.org/W171279207,fetched_ok,1994,https://openalex.org/W171279207,cached_ok,26,2026-06-12
fritzhenglein,Fritz Henglein,A5045204080,YELLOW,orcid_agrees,False,cached_ok,1985,https://openalex.org/W1486267176,fetched_ok,1985,https://openalex.org/W1486267176,cached_ok,24,2026-06-12
gabrieldosreis,Gabriel Dos Reis,A5112412433,YELLOW,orcid_org_not_unique,True,cached_ok,1998,https://openalex.org/W2739106182,fetched_ok,1998,https://openalex.org/W2739106182,cached_ok,13,2026-06-12
gabrielradanne,Gabriel Radanne,A5062416594,GREEN,orcid_agrees,True,cached_ok,2013,https://openalex.org/W2134879104,fetched_ok,2013,https://openalex.org/W2134879104,cached_ok,7,2026-06-12
gabrielrodriguez,Gabriel Rodríguez,A5026273204,YELLOW,orcid_org_not_unique,True,cached_ok,1994,https://openalex.org/W2264491554,fetched_ok,1994,https://openalex.org/W2264491554,cached_ok,13,2026-06-12
gabrielscherer,Gabriel Scherer,A5047042180,YELLOW,orcid_agrees,False,cached_ok,2010,https://openalex.org/W780246991,fetched_ok,2010,https://openalex.org/W780246991,cached_ok,8,2026-06-12
gabrielekeller,Gabriele Keller,A5089112216,YELLOW,orcid_org_not_unique,True,cached_ok,1996,https://openalex.org/W2102892852,fetched_ok,1996,https://openalex.org/W2102892852,cached_ok,23,2026-06-12
gabrielevanoni,Gabriele Vanoni,A5041239393,GREEN,orcid_agrees,True,cached_ok,2018,https://openalex.org/W4394665159,fetched_ok,2018,https://openalex.org/W4394665159,cached_ok,4,2026-06-12
gagandeepsingh,Gagandeep Singh,A5100760604,YELLOW,orcid_org_not_unique,False,cached_ok,1991,https://openalex.org/W1506739839,fetched_ok,1991,https://openalex.org/W1506739839,cached_ok,22,2026-06-12
gavinbierman,Gavin Bierman,A5077695892,YELLOW,orcid_org_not_unique,False,cached_ok,1992,https://openalex.org/W135301368,fetched_ok,1992,https://openalex.org/W135301368,cached_ok,29,2026-06-12
geoffreymainland,Geoffrey Mainland,A5091390132,GREEN,orcid_agrees,True,cached_ok,2004,https://openalex.org/W1568630508,fetched_ok,2004,https://openalex.org/W1568630508,cached_ok,16,2026-06-12
georgzetzsche,Georg Zetzsche,A5083429244,GREEN,orcid_agrees,True,cached_ok,2008,https://openalex.org/W1489534506,fetched_ok,2008,https://openalex.org/W1489534506,cached_ok,14,2026-06-12
germanvidal,German Vidal,A5051613376,GREEN,orcid_agrees,True,cached_ok,1977,https://openalex.org/W1572611168,fetched_ok,1977,https://openalex.org/W1572611168,cached_ok,21,2026-06-12
gerwinklein,Gerwin Klein,A5056561099,GREEN,orcid_agrees,True,cached_ok,1946,https://openalex.org/W1963825947,fetched_ok,1946,https://openalex.org/W1963825947,cached_ok,29,2026-06-12
gillesbarthe,Gilles Barthe,A5075577852,YELLOW,orcid_org_not_unique,False,cached_ok,1995,https://openalex.org/W1593905803,fetched_ok,1995,https://openalex.org/W1593905803,cached_ok,49,2026-06-12
giuseppecastagna,Giuseppe Castagna,A5084702945,GREEN,orcid_agrees,True,cached_ok,1992,https://openalex.org/W105783025,fetched_ok,1992,https://openalex.org/W105783025,cached_ok,35,2026-06-12
gorelhedin,Gorel Hedin,A5075313890,GREEN,orcid_agrees,True,cached_ok,1910,https://openalex.org/W99152553,fetched_ok,1910,https://openalex.org/W99152553,cached_ok,23,2026-06-12
gowthamkaki,Gowtham Kaki,A5046506172,YELLOW,orcid_agrees,False,cached_ok,2014,https://openalex.org/W2108471047,fetched_ok,2014,https://openalex.org/W2108471047,cached_ok,6,2026-06-12
grahamhutton,Graham Hutton,A5069634739,YELLOW,orcid_org_not_unique,True,cached_ok,1935,https://openalex.org/W2034372247,fetched_ok,1946,https://openalex.org/W2169959938,cached_ok,19,2026-06-12
gregorrichards,Gregor Richards,A5045622709,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2009,https://openalex.org/W2164032016,fetched_ok,2009,https://openalex.org/W2164032016,cached_ok,14,2026-06-12
gregorymalecha1,Gregory Malecha,A5076825131,GREEN,orcid_agrees,True,cached_ok,2008,https://openalex.org/W2105231259,fetched_ok,2008,https://openalex.org/W2105231259,cached_ok,13,2026-06-12
gretayorsh,Greta Yorsh,A5108351946,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2004,https://openalex.org/W1500085611,fetched_ok,2004,https://openalex.org/W1500085611,cached_ok,15,2026-06-12
grigorerosu,Grigore Roşu,A5053878331,YELLOW,orcid_org_not_unique,True,cached_ok,1994,https://openalex.org/W121536266,fetched_ok,1994,https://openalex.org/W121536266,cached_ok,56,2026-06-12
grigoryfedyukovich,Grigory Fedyukovich,A5027818967,GREEN,orcid_agrees,True,cached_ok,2010,https://openalex.org/W86940317,fetched_ok,2010,https://openalex.org/W86940317,cached_ok,20,2026-06-12
guannanwei,Guannan Wei,A5054308182,YELLOW,orcid_org_not_unique,True,cached_ok,1998,https://openalex.org/W2101833654,fetched_ok,1998,https://openalex.org/W2101833654,cached_ok,22,2026-06-12
